location,model,face,whole,square,square diff,square error,rectangle,rectangle diff,rectangle error,circle,circle diff,circle error
SLR,slr1,side1,3.97387509,40.6798527,0.3573527,0.00886236,13.5492198,0.6460198,0.05006663,,,
SLR,slr1,side1,3.97387509,,,,15.499712,2.596512,0.20123008,,,
SLR,slr1,side2,3.97387509,38.3202342,2.0022658,0.04965629,,,,,,
SLR,slr1,side2,3.97387509,41.8817393,1.5592393,0.03866921,13.8160802,0.9128802,0.07074836,,,
SLR,slr1,side2,3.97387509,42.270894,1.948394,0.04832027,14.8091541,1.9059541,0.14771174,,,
SLR,slr1,side2,3.97387509,43.5137671,3.1912671,0.07914358,12.0040426,0.8991574,0.06968484,46.3874389,0.78376578,0.01718646
SLR,slr1,top,3.97387509,41.6389138,1.3164138,0.03264713,13.9895117,1.0863117,0.08418933,,,
SLR,slr1,top,3.97387509,41.8856221,1.5631221,0.03876551,12.7999458,0.1032542,0.00800222,51.4642208,5.86054768,0.12851043
SLR,slr1,top,3.97387509,45.3262244,5.0037244,0.12409261,13.2236162,0.3204162,0.02483231,,,
SLR,slr1,top,3.97387509,49.741794,9.419294,0.23359896,11.1458343,1.7573657,0.13619611,,,
SLR,slr2,side1,4.12546567,29.2549734,11.0675266,0.27447521,15.7583,2.8551,0.22127069,,,
SLR,slr2,side1,4.12546567,34.491853,5.830647,0.14460033,14.2870572,1.3838572,0.10724915,48.3364681,2.73279498,0.05992489
SLR,slr2,side1,4.12546567,34.9466283,5.3758717,0.13332188,13.5407007,0.6375007,0.0494064,,,
SLR,slr2,side1,4.12546567,43.318662,2.996162,0.07430497,13.7426941,0.8394941,0.06506092,,,
SLR,slr2,side2,4.12546567,34.9377763,5.3847237,0.13354141,12.8734329,0.0297671,0.00230695,,,
SLR,slr2,side2,4.12546567,40.3340573,0.0115573,0.00028662,,,,,,
SLR,slr2,side2,4.12546567,44.9714063,4.6489063,0.11529311,12.3624438,0.5407562,0.04190869,,,
SLR,slr2,side3,4.12546567,39.6487713,0.6737287,0.01670851,,,,,,
SLR,slr2,side3,4.12546567,41.2077358,0.8852358,0.02195389,11.8816313,1.0215687,0.07917173,,,
SLR,slr2,side4,4.12546567,41.5599695,1.2374695,0.0306893,,,,,,
SLR,slr2,side4,4.12546567,43.0005147,2.6780147,0.0664149,12.6385578,0.2646422,0.02050981,,,
SLR,slr2,top,4.12546567,39.7042261,0.6182739,0.01533322,12.8949697,0.0082303,0.00063785,,,
SLR,slr2,top,4.12546567,40.4107302,0.0882302,0.00218811,12.6874535,0.2157465,0.01672039,,,
SLR,slr2,top,4.12546567,40.6009315,0.2784315,0.00690512,12.2550553,0.6481447,0.05023131,45.6711825,0.06750938,0.00148035
SLR,slr2,top,4.12546567,40.6717757,0.3492757,0.00866205,12.5853752,0.3178248,0.02463147,,,
SLR,slr6,side1,3.68465739,29.6398275,10.6826725,0.26493081,12.8923649,0.0108351,0.00083972,,,
SLR,slr6,side1,3.68465739,34.1168672,6.2056328,0.1539,,,,,,
SLR,slr6,side1,3.68465739,44.2268856,3.9043856,0.09682896,13.1457073,0.2425073,0.01879435,,,
SLR,slr6,side1,3.68465739,45.2579657,4.9354657,0.12239979,,,,,,
SLR,slr6,side3,3.68465739,39.9489218,0.3735782,0.00926476,,,,,,
SLR,slr6,side3,3.68465739,41.4727113,1.1502113,0.0285253,13.2362233,0.3330233,0.02580936,44.1617474,1.44192572,0.03161863
SLR,slr6,side3,3.68465739,43.1685922,2.8460922,0.07058323,12.7407937,0.1624063,0.01258651,,,
SLR,slr6,top,3.68465739,36.6014606,3.7210394,0.09228196,12.8254357,0.0777643,0.00602675,,,
SLR,slr6,top,3.68465739,39.672139,0.650361,0.01612899,12.31799,0.58521,0.04535387,,,
SLR,slr6,top,3.68465739,40.1107268,0.2117732,0.00525199,12.4034323,0.4997677,0.03873207,,,
SLR,slr6,top,3.68465739,41.5861761,1.2636761,0.03133923,12.1692972,0.7339028,0.05687758,49.2595529,3.65587978,0.08016634
SLR,slr7,side3,7.78377105,48.7273829,8.4048829,0.20844151,15.1900976,2.2868976,0.17723492,,,
SLR,slr7,side3,7.78377105,49.4039709,9.0814709,0.22522093,15.4775069,2.5743069,0.19950918,54.3828244,8.77915128,0.19250974
SLR,slr7,side3,7.78377105,50.6991193,10.3766193,0.25734067,15.6083409,2.7051409,0.20964884,,,
SLR,slr7,side3,7.78377105,51.4692055,11.1467055,0.27643885,13.9118645,1.0086645,0.07817166,,,
SLR,slr7,side4,7.78377105,45.6098135,5.2873135,0.13112564,14.7260463,1.8228463,0.14127087,,,
SLR,slr7,side4,7.78377105,47.2140826,6.8915826,0.17091159,14.1301609,1.2269609,0.09508966,,,
SLR,slr7,side4,7.78377105,52.8792332,12.5567332,0.31140761,17.1749332,4.2717332,0.33105999,53.1387734,7.53510028,0.16523012
SLR,slr7,side4,7.78377105,59.9027615,19.5802615,0.48559146,25.1584607,12.2552607,0.9497846,,,
SLR,slr7,top,7.78377105,45.4108061,5.0883061,0.12619024,14.7181721,1.8149721,0.14066062,,,
SLR,slr7,top,7.78377105,46.2384695,5.9159695,0.14671634,13.636268,0.733068,0.05681288,59.6656273,14.0619542,0.30835135
SLR,slr7,top,7.78377105,46.793702,6.471202,0.16048613,19.9272574,7.0240574,0.54436554,,,
SLR,slr7,top,7.78377105,52.2950244,11.9725244,0.2969192,16.7254875,3.8222875,0.29622787,,,
SLR,slr8,side1,6.74818838,42.3737845,2.0512845,0.05087196,,,,,,
SLR,slr8,side1,6.74818838,44.0028978,3.6803978,0.09127405,15.5780494,2.6748494,0.20730124,63.4031851,17.799512,0.39030874
SLR,slr8,side1,6.74818838,46.9780695,6.6555695,0.16505845,15.0718472,2.1686472,0.16807049,,,
SLR,slr8,side1,6.74818838,49.9866443,9.6641443,0.23967126,15.4229881,2.5197881,0.19528397,,,
SLR,slr8,side3,6.74818838,44.1890022,3.8665022,0.09588945,16.0939334,3.1907334,0.24728233,,,
SLR,slr8,side3,6.74818838,44.4013707,4.0788707,0.1011562,13.6385092,0.7353092,0.05698658,,,
SLR,slr8,side3,6.74818838,44.4945856,4.1720856,0.10346793,14.6774158,1.7742158,0.137502,,,
SLR,slr8,side3,6.74818838,51.2369235,10.9144235,0.27067824,13.7190911,0.8158911,0.06323169,50.107737,4.50406388,0.09876538
SLR,slr8,side4,6.74818838,37.8221416,2.5003584,0.06200901,11.7206898,1.1825102,0.09164472,49.1463107,3.54263758,0.07768316
SLR,slr8,side4,6.74818838,45.5950596,5.2725596,0.13075974,,,,,,
SLR,slr8,side4,6.74818838,54.1271627,13.8046627,0.34235632,18.4442597,5.5410597,0.42943299,,,
SLR,slr8,side4,6.74818838,59.5917265,19.2692265,0.47787777,17.4391259,4.5359259,0.35153496,,,
SLR,slr8,top,6.74818838,43.5468948,3.2243948,0.07996515,15.2709034,2.3677034,0.18349738,,,
SLR,slr8,top,6.74818838,45.3704568,5.0479568,0.12518958,13.9879172,1.0847172,0.08406575,,,
SLR,slr8,top,6.74818838,46.8392005,6.5167005,0.1616145,14.8338904,1.9306904,0.14962881,,,
SLR,slr8,top,6.74818838,51.1171385,10.7946385,0.26770757,14.1849913,1.2817913,0.09933902,51.8189869,6.21531378,0.13628976
SLR,slr9,side1,6.68566901,37.2164757,3.1060243,0.07702956,9.46673643,3.43646357,0.26632646,,,
SLR,slr9,side1,6.68566901,46.1373492,5.8148492,0.14420855,12.2664067,0.6367933,0.04935158,42.098722,3.50495112,0.07685677
SLR,slr9,side1,6.68566901,33.5150276,6.8074724,0.16882565,16.1810973,3.2778973,0.25403755,,,
SLR,slr9,side2,6.68566901,37.4250697,2.8974303,0.07185642,17.9549825,5.0517825,0.39151393,,,
SLR,slr9,side2,6.68566901,38.1032059,2.2192941,0.0550386,12.6533135,0.2498865,0.01936624,,,
SLR,slr9,side2,6.68566901,40.8037943,0.4812943,0.01193612,13.4204144,0.5172144,0.0400842,,,
SLR,slr9,side2,6.68566901,48.0387635,7.7162635,0.19136372,12.1585563,0.7446437,0.05771,44.6799073,0.92376582,0.02025639
SLR,slr9,side3,6.68566901,37.9255794,2.3969206,0.05944375,11.6521406,1.2510594,0.0969573,,,
SLR,slr9,side3,6.68566901,38.8944843,1.4280157,0.03541486,13.656266,0.753066,0.05836273,,,
SLR,slr9,side3,6.68566901,,,,12.9386099,0.0354099,0.00274427,,,
SLR,slr9,side4,6.68566901,38.3277872,1.9947128,0.04946898,13.9260658,1.0228658,0.07927226,,,
SLR,slr9,side4,6.68566901,39.2479906,1.0745094,0.02664789,12.2444572,0.6587428,0.05105267,,,
SLR,slr9,side4,6.68566901,39.3291634,0.9933366,0.0246348,,,,,,
SLR,slr9,side4,6.68566901,45.9827494,5.6602494,0.14037447,13.5694606,0.6662606,0.0516353,48.1510282,2.54735508,0.05585855
SLR,slr9,top,6.68566901,41.8662565,1.5437565,0.03828524,13.0451268,0.1419268,0.01099935,46.1335702,0.52989708,0.01161961
SLR,slr9,top,6.68566901,42.532862,2.210362,0.05481709,12.4289195,0.4742805,0.03675681,,,
SLR,slr9,top,6.68566901,42.5589414,2.2364414,0.05546386,12.7187497,0.1844503,0.01429493,,,
SLR,slr9,top,6.68566901,43.7898796,3.4673796,0.08599119,12.8286857,0.0745143,0.00577487,,,
